Epoch,Learning_Rate,Train_Loss,Validation_Loss,Train_Accuracy,Validation_Accuracy,Time
1,0.0,0.9617109517712683,14.947119140625,0.00028337620875102315,0.00030262061421298925,00:06:20
2,4.140570633263744e-05,0.7147857729726644,8.078849283854167,0.00017773506452335548,0.0002595718681216633,00:12:40
3,8.281141266527488e-05,0.4364729783729123,5.328287760416667,0.00022012374152680135,0.0005658954574207117,00:18:59
4,0.0001242171189979123,0.31256313761987864,3.94805908203125,0.00033722291171520065,0.0005641616848374791,00:25:16
5,0.00016562282533054976,0.2507002478103797,3.368613688151042,0.0003388030726142909,0.00059397850275514,00:31:39
6,0.0002070285316631872,0.22212145970609343,3.0921346028645833,0.00032531014512099106,0.0005848887863029615,00:38:18
7,0.0002484342379958246,0.2078509718988534,2.966535441080729,0.0002754392264782726,0.0003841430105053523,00:44:50
8,0.00028983994432846207,0.19848277623568797,2.8679789225260417,0.0002382814086580851,0.00038566057525344136,00:51:19
9,0.0003312456506610995,0.19131562107540123,2.797632853190104,0.00022849411527084586,0.0003509183557311079,00:57:49
10,0.000372651356993737,0.18636075141285555,2.7236200968424478,0.0002593585580472578,0.00035440269655038456,01:04:25
11,0.0004140570633263744,0.18315357056938283,2.673136901855469,0.0002976015731333422,0.00035512369607992514,01:10:37
12,0.00045546276965901183,0.17934455951220804,2.636885579427083,0.00029296442544152575,0.00042887887802187065,01:16:47
13,0.0004968684759916492,0.17618521768016457,2.6006200154622396,0.0003073147611768248,0.0004627766993058701,01:23:03
14,0.0005382741823242867,0.17420434653136824,2.628337605794271,0.00037000350704786424,0.0007476860762127854,01:29:24
15,0.0005796798886569241,0.17260561407483446,2.572914632161458,0.0004268312481558483,0.0007668025600321804,01:35:42
16,0.0006210855949895616,0.17094516156859588,2.614483642578125,0.00044186947553812603,0.0007408470065212547,01:42:04
17,0.000662491301322199,0.1703841541903502,2.5845133463541665,0.0004542940627923164,0.0007586335081466539,01:48:24
18,0.0007038970076548365,0.17050322212107744,2.6279444376627605,0.0004570103128961291,0.0007375816577769557,01:54:47
19,0.000745302713987474,0.16878085046819954,2.5201990763346354,0.00045637092841876217,0.0007435791494197975,02:01:11
20,0.0007867084203201114,0.16645480894594453,2.5447067260742187,0.0004548609449709786,0.0007407021721850376,02:07:34
21,0.0008281141266527487,0.1656499715339167,2.5856086730957033,0.0004578823325421725,0.0007346852739779559,02:14:02
22,0.0008695198329853862,0.16477465380706469,2.5147120157877603,0.00046040705028467706,0.0007419790158964195,02:20:32
23,0.0009109255393180237,0.16375127963581762,2.4614771525065104,0.00046349667780540103,0.0007497094562119756,02:27:01
24,0.0009523312456506611,0.16298165052569236,2.462571716308594,0.00046262259059545236,0.0007477350460463631,02:33:29
25,0.0009937369519832985,0.16427341532856538,2.5016637166341145,0.0004632580008711059,0.0007733284958682013,02:39:58
26,0.001035142658315936,0.16374263882885895,2.457575480143229,0.0004669461535655102,0.0007473710408110174,02:46:10
27,0.0010765483646485734,0.16243478699367578,2.468133036295573,0.00046740401598241,0.0007528620422919528,02:52:20
28,0.001117954070981211,0.16085483336000703,2.4592636108398436,0.00047098784646800004,0.0007439641554705786,02:58:31
29,0.0011593597773138483,0.16054805683940337,2.4429117838541665,0.0004663229986867344,0.0007612094289220453,03:04:42
30,0.0012007654836464856,0.15951378012002138,2.4347442626953124,0.00046781450790292105,0.0007515501613298355,03:10:52
31,0.0012421711899791232,0.15899847743406675,2.425160217285156,0.00046899903025096905,0.00076665812561776,03:17:01
32,0.0012835768963117605,0.158863210976746,2.4469095865885415,0.0004680587468636482,0.0007650349335464432,03:23:10
33,0.001324982602644398,0.15791535029082807,2.4464505513509116,0.000475156654508669,0.00075211459282533,03:29:19
34,0.0013663883089770354,0.1578462278170974,2.4367721557617186,0.000469435525197869,0.0007620923773063148,03:35:37
35,0.001407794015309673,0.1572646457616372,2.4023529052734376,0.0004722692987084282,0.0007498531584410031,03:41:48
36,0.0014491997216423103,0.15655586863858217,2.4152498881022137,0.0004721680812380677,0.0007579703950286998,03:47:58
37,0.001490605427974948,0.15614870744358772,2.395680236816406,0.0004757362268755696,0.0007544548939853121,03:54:08
38,0.0015320111343075852,0.15582928826764134,2.4031598409016928,0.0004814091485948107,0.000753371456568881,04:00:18
39,0.0015734168406402228,0.15529878253976587,2.399286651611328,0.00047333046970918046,0.0007535283228799131,04:06:29
40,0.0016148225469728604,0.1550247853384635,2.397927093505859,0.0005127055338799841,0.0007552909873451034,04:12:37
41,0.0016562282533054975,0.15434228502882796,2.4120386759440104,0.0004829526315175188,0.0007584641117798774,04:18:48
42,0.001697633959638135,0.1549679152900839,2.436700693766276,0.00048827704931964766,0.0007589197400812243,04:24:57
43,0.0017390396659707724,0.1542057881524518,2.407556660970052,0.0004947067628275015,0.0007704851398174281,04:31:07
44,0.00178044537230341,0.15435605457282017,2.389922587076823,0.0004797527218463673,0.0007557007279249154,04:37:16
45,0.0018218510786360473,0.1541830433186509,2.3815272013346354,0.0004876062568125669,0.0007591736584487128,04:43:24
46,0.0018632567849686849,0.15382882199854842,2.3726793924967446,0.0004950877204737866,0.0007669405081932138,04:49:34
47,0.0019046624913013222,0.1531315447144319,2.3848948160807293,0.0005405502746579299,0.000770440453086301,04:55:43
48,0.0019460681976339598,0.15318566324317628,2.375988006591797,0.0004930250368734939,0.0007657578048465907,05:01:53
49,0.001987473903966597,0.1528214074375734,2.369561258951823,0.0005244573372644074,0.0008010234177750397,05:08:03
50,0.0020288796102992347,0.1525514718137355,2.4073198954264323,0.0005156078614493102,0.0007732908366691595,05:14:14
51,0.002070285316631872,0.1527214846680707,2.3610084533691404,0.0005060662539799815,0.0008040348413929014,05:20:24
52,0.0021116910229645094,0.1525613271119948,2.3873875935872397,0.0005130625555164659,0.0008131455257401784,05:26:35
53,0.0021530967292971467,0.15220850743431139,2.3612571716308595,0.0005173971540746477,0.0008239165214067494,05:32:45
54,0.0021945024356297845,0.15181494854188413,2.3937962849934897,0.0005788131425641328,0.000797739134422134,05:38:55
55,0.002235908141962422,0.15154713130942965,2.370093027750651,0.0005469744267351281,0.0007863962371358343,05:45:04
56,0.002277313848295059,0.15110112232056938,2.3552029927571616,0.0005374828612896226,0.0008284326110945605,05:51:13
57,0.0023187195546276965,0.15137636586868192,2.343785858154297,0.000534655017293151,0.0008443240993579466,05:57:24
58,0.002360125260960334,0.1510960134932293,2.3644172668457033,0.0005317764882274462,0.0008108293495413519,06:03:34
59,0.0024015309672929712,0.15096779904932967,2.33234125773112,0.0005414453892648739,0.0008401265181243815,06:09:43
60,0.002442936673625609,0.15081933246524945,2.3419944763183596,0.0005363004732431972,0.0008276417421927037,06:15:51
61,0.0024843423799582464,0.15058846762384404,2.3587437947591146,0.0005700129282176989,0.0008295961239730988,06:22:00
62,0.0025257480862908837,0.1501260371198236,2.340448760986328,0.0005596259550891326,0.0008293942553891651,06:28:11
63,0.002567153792623521,0.1502719114618162,2.3506591796875,0.0005869174001110593,0.0008352241589607245,06:34:22
64,0.002608559498956159,0.1497583847205176,2.3339192708333334,0.0006345756221815041,0.0008381955701465565,06:40:30
65,0.002649965205288796,0.14948080775633238,2.3320650736490887,0.0005723481495153664,0.0008814666958067435,06:46:40
66,0.0026913709116214335,0.14962933008755422,2.361525217692057,0.0005896264731214691,0.0011086042245240168,06:52:48
67,0.002732776617954071,0.1491864150650566,2.3348210652669272,0.0006689877056416167,0.0011099838264043223,06:58:58
68,0.0027741823242867086,0.14846540940828262,2.3247749328613283,0.0006081201361349448,0.0011106799548210081,07:05:07
69,0.002815588030619346,0.14890247098090503,2.3136388142903646,0.0006312110628556334,0.0011306982680800689,07:11:17
70,0.0028569937369519833,0.14880291853170055,2.3131439208984377,0.0006675649794577041,0.0011383577994716905,07:17:27
71,0.0028983994432846207,0.1486268013653526,2.3158477783203124,0.0006366794945039744,0.0011556159239955268,07:23:37
72,0.0029398051496172584,0.1482820172399469,2.309980265299479,0.0007099358315293948,0.0011718933654756686,07:29:46
73,0.002981210855949896,0.14777107079491983,2.321569569905599,0.0006261184263778503,0.0011405866398735598,07:35:57
74,0.003022616562282533,0.14780159633692222,2.3099342346191407,0.0006930979372279562,0.0012122876624117034,07:42:07
75,0.0030640222686151705,0.14764407482425954,2.320624287923177,0.0006794914017182468,0.0011536257735926911,07:48:16
76,0.0031054279749478083,0.14708861826854858,2.3000284830729165,0.0007518758279701713,0.0011881195776603484,07:54:27
77,0.0031468336812804456,0.14717742346522703,2.3153363545735677,0.000707896281982692,0.0013660595038907574,08:00:37
78,0.003188239387613083,0.14689539469358567,2.3069470723470054,0.0007247511841517717,0.001347571723192166,08:06:49
79,0.0032296450939457207,0.14680593645896195,2.2931200663248696,0.0007510877554261868,0.0012019159783679643,08:13:03
80,0.003271050800278358,0.1468092733235847,2.305022430419922,0.0007734793260454224,0.0013240665691044056,08:19:19
81,0.003312456506610995,0.14659023882202912,2.2986429850260417,0.0007348720587515517,0.0012163449211709677,08:25:35
82,0.0033538622129436323,0.14603580960650037,2.297693379720052,0.0006761769555876174,0.0013756234292239056,08:31:48
83,0.00339526791927627,0.14595068770311073,2.3161107381184896,0.0007221559863699401,0.00133712300915889,08:38:11
84,0.0034366736256089075,0.14581012128539275,2.3030858357747395,0.0007818173205988884,0.0011997182703417447,08:44:33
85,0.003478079331941545,0.14558968514141807,2.285473124186198,0.0007971244112544566,0.0014293059100948724,08:50:53
86,0.003519485038274182,0.14546282853861195,2.2957227071126303,0.0007522477247638887,0.0013878942836632988,08:57:16
87,0.00356089074460682,0.14587504679574348,2.2875129699707033,0.000767640301949002,0.0013899444436326794,09:03:42
88,0.0036022964509394573,0.14504508733251648,2.3087234497070312,0.0007438263325103972,0.001319045649713382,09:10:01
89,0.0036437021572720946,0.14506470236250651,2.273560333251953,0.0007733882772885334,0.0013616713307695266,09:16:20
90,0.003685107863604732,0.14462911808913834,2.271164957682292,0.0007984540319341501,0.0013800842919205868,09:22:35
91,0.0037265135699373697,0.14458960132957252,2.2859817504882813,0.0007830509755441982,0.0013094662238765055,09:29:01
92,0.003767919276270007,0.14456688835128115,2.276556396484375,0.0008019460419897909,0.0013762262358583243,09:35:27
93,0.0038093249826026444,0.14402389526367188,2.2752530415852865,0.0007981583938460353,0.0013942991239917191,09:41:52
94,0.0038507306889352818,0.1439347635480208,2.2766443888346353,0.0007750003672874467,0.0013960862831974578,09:48:21
95,0.0038921363952679196,0.14361441658035948,2.2632659912109374,0.0007816629424309426,0.0014113399082248549,09:54:35
96,0.003933542101600557,0.14346211140738152,2.2806124369303387,0.0007538703336910312,0.001395475653714443,10:00:45
97,0.003974947807933194,0.1434329158329018,2.2701746622721353,0.0007925393187843074,0.001393024329192065,10:06:56
98,0.004016353514265832,0.1430796700877785,2.2739723205566404,0.000812212979041784,0.0014107014818685948,10:13:08
99,0.004057759220598469,0.14284925122350642,2.271977742513021,0.0008867010634850009,0.0013864111575742797,10:19:19
100,0.004099164926931106,0.14272027622931685,2.2728040059407553,0.000812976867388699,0.0013857112484805185,10:25:31
101,0.004140570633263744,0.1428087947264096,2.2655820210774738,0.0008510614358658498,0.0013701636259771611,10:31:43
102,0.004181976339596382,0.14234525724343317,2.256062316894531,0.0008241342917707542,0.0014391874253286538,10:37:55
103,0.004223382045929019,0.14230494011419054,2.249872334798177,0.0008517418492801392,0.0014314557275945379,10:44:13
104,0.0042647877522616565,0.1423311333068975,2.25955810546875,0.0009313586355174996,0.0014096495510348547,10:50:31
105,0.0043061934585942934,0.14194233283120555,2.262589518229167,0.0008847187472084262,0.0014381246252475794,10:56:51
106,0.004347599164926931,0.1423011771821279,2.2543248494466144,0.0008874638133764585,0.001395012350977415,11:03:49
107,0.004389004871259569,0.14172844896734632,2.243303426106771,0.0009074635813809315,0.0014037098829997484,11:11:19
108,0.004430410577592206,0.1415154172383669,2.261610158284505,0.0010749407206084546,0.0014518389264007588,11:18:33
109,0.004471816283924844,0.14137133078684638,2.25987548828125,0.0008607738782684372,0.0014631516646443571,11:26:02
110,0.0045132219902574815,0.14122701736482052,2.2539599100748697,0.0009216479703221035,0.0014569482958208112,11:32:33
111,0.004554627696590118,0.14068876278425307,2.2364466349283854,0.0008587487071398531,0.0013825634854858371,11:39:00
112,0.004596033402922756,0.14063608770828406,2.246074422200521,0.0009663365876143693,0.0013950074522641642,11:45:21
113,0.004637439109255393,0.14065949553487694,2.244823455810547,0.0009109618355260468,0.0014227147171962916,11:51:46
114,0.004678844815588031,0.14077191362799085,2.2640953063964844,0.0009809382792495753,0.0013774133949129063,11:58:08
115,0.004720250521920668,0.14045691440399105,2.2414983113606772,0.0009507697929144165,0.0013866921235183942,12:04:29
116,0.0047616562282533055,0.1397992773195398,2.258752950032552,0.0009576700217008469,0.001411733562857188,12:10:47
117,0.0048030619345859425,0.14012446632464892,2.2483848571777343,0.000907245593745746,0.0014030287651964962,12:17:04
118,0.00484446764091858,0.1400151183062655,2.2361155192057294,0.0009410840365133141,0.0014605761421121587,12:23:24
119,0.004885873347251218,0.13981952547778168,2.2556856791178386,0.000977747857198659,0.0013799887018138115,12:29:40
120,0.004927279053583855,0.13946093198899684,2.243108622233073,0.0010636265064356343,0.0014603672382383838,12:35:59
121,0.004968684759916493,0.13953097429056507,2.2526257832845054,0.0009342067372815045,0.0014891065422166082,12:42:22
122,0.00501009046624913,0.1395950954493003,2.2398038228352863,0.0009814848033386947,0.0014762940718137706,12:48:40
123,0.005051496172581767,0.13956679979296469,2.237096913655599,0.0010269147118298833,0.0015402951835481416,12:54:56
124,0.005092901878914405,0.1392169347137897,2.26888427734375,0.0009496421725667364,0.001477471919540783,13:01:14
125,0.005134307585247042,0.13907635635025567,2.2263872782389322,0.0008964027139112751,0.0015318047802600726,13:07:30
126,0.00517571329157968,0.13873289821043394,2.220936330159505,0.0009750650739447511,0.0013705726623232085,13:13:42
127,0.005217118997912318,0.13885078549633942,2.2406242370605467,0.0010571850549480877,0.001526521740361745,13:19:57
128,0.0052585247042449546,0.13837194741394426,2.2175977071126303,0.0010334377228485765,0.00135619364401781,13:26:10
129,0.005299930410577592,0.13876680441838465,2.225902811686198,0.0010399021015472787,0.0016068078835083002,13:32:27
130,0.005341336116910229,0.13846761349098669,2.2233792622884114,0.0010229618327957115,0.0014551143733794072,13:38:44
131,0.005382741823242867,0.13824986515562818,2.2271527608235675,0.0010561408776307165,0.001411362368778392,13:45:01
132,0.005424147529575505,0.13821247873326184,2.214189147949219,0.0011647090460888457,0.0013520510608350962,13:51:15
133,0.005465553235908142,0.1381816784374898,2.2232688903808593,0.0010777527391922816,0.0014745239487439809,13:57:33
134,0.0055069589422407795,0.13795681039575247,2.266905975341797,0.0010294945045440783,0.0014474126806888078,14:03:49
135,0.005548364648573417,0.1379319571254149,2.2053494771321613,0.0010828118072802064,0.0013869210875674927,14:10:04
136,0.005589770354906054,0.13756370942627463,2.2174217224121096,0.0010520627530984296,0.0015542669333578666,14:16:21
137,0.005631176061238692,0.13723488889307967,2.2291903177897137,0.0010346497140037905,0.0014497182836549082,14:22:35
138,0.00567258176757133,0.13739037165313275,2.222670237223307,0.0010062499025479054,0.0013942636728963087,14:28:47
139,0.005713987473903967,0.13736005715388097,2.2065152486165363,0.0011449276873525753,0.0014154623209635397,14:35:01
140,0.005755393180236604,0.1369771300377577,2.251446024576823,0.0011305790886552687,0.0014577892347320436,14:41:15
141,0.005796798886569241,0.13711672088049648,2.224120585123698,0.0010567013626045334,0.0014912993465406883,14:47:30
142,0.005838204592901879,0.1372386120057554,2.214232635498047,0.0011693634894983128,0.0015177528679144725,14:53:53
143,0.005879610299234517,0.13689262135292643,2.2055028279622397,0.0011171051454728314,0.00143970678429062,15:00:08
